TESS_rms Tmag
0.001020480158482248 11.13
0.0005163397240414948 9.911
0.001251339626595671 11.274000000000001
0.0013107800420651748 11.35
0.0005305397785909619 10.039
0.004144724390700475 10.038
0.0024722378083210103 12.296
0.008486952432781553 13.171
0.0004860842054160479 9.527000000000001
0.0005145602441020804 10.101
0.0003551718061783679 9.32492
0.0007566193449182832 10.36
0.0006153591915089997 10.328
0.00038977326261255176 9.187000000000001
0.0004787810013796809 9.757
0.0013265606058610166 10.667
0.0006169346157853375 10.378
0.01013207673126147 13.237
0.00042863248849274286 9.642999999999999
0.0036864192765519903 12.829
0.0006017533278254069 10.244000000000002
0.006253870063557029 13.468
0.005124894595937007 13.292
0.0002813257164558403 8.719
0.0007333294488746059 10.65
0.0005127563870230013 9.776
0.002768980932304063 12.29
0.0027058821833497323 11.988
0.002917983377594679 12.696
0.002297182399738188 12.375
0.0033878532363660037 12.775
0.0007636539077673758 10.773
0.0015970483405857913 8.853
0.0013829663453276463 11.682
0.002440516701721879 11.056
0.000862398647204656 10.77
0.00012232711440036162 6.781000000000001
0.0004703044993895587 9.37
0.004216325442953082 13.088
0.0008072460659099987 10.417
0.0012754504851097556 11.617
0.0006015342734622738 9.969
0.01220936603969277 14.672
0.0002829369344137692 8.767999999999999
0.003357219639454235 9.502
0.0015960673605620779 11.164000000000001
0.0006376163184333874 10.475
0.0014416460037816785 10.261
0.00021589335434051032 8.412
0.0018475714557122855 12.27
0.0005150274272542427 9.88
0.00550976207599958 13.42
8.458684995052365e-05 5.91
8.458684995052365e-05 5.91
0.0033002554450833593 12.315
0.0008221138999802254 9.441
0.0006851525857190172 10.452
0.0005881391508947915 8.64
0.00020443019450264922 8.265089999999999
0.00020443019450264922 8.265089999999999
0.02947215784508638 15.703
0.006486725337919267 13.800999999999998
0.00041280546909536854 9.595
0.0003870134906982203 9.542
0.0011259159947847798 10.307
0.0011465773274878012 11.263
0.009626702448289021 14.120999999999999
0.0003075082051364452 8.81803
0.0007314697914817056 10.605
0.00040644565794056717 9.572000000000001
0.0007547186900457207 9.062000000000001
0.0004652283382060118 9.675
0.0006116362618478945 10.141
0.04185899230856566 15.722000000000001
0.0014368680182624848 11.008
0.0008252942548155115 10.661
0.0006611398174987956 10.626
0.0015797287913823183 11.664000000000001
0.0007391144400668858 10.550999999999998
0.0001521041990674448 7.74
0.0005434055352267138 9.607999999999999
0.00020151798209298673 8.252
0.00014463884152443382 7.0120000000000005
0.00018638511869838832 7.965
0.0009632747864652361 8.253
0.0012284827143826838 10.72
0.0002214572533664923 7.956
0.005709687707807906 13.404000000000002
0.0005877382386699033 10.179
0.0009914572771691848 10.780999999999999
0.0005332141877257793 10.209
0.00019709658336011782 8.206
0.0006976307642398458 10.539000000000001
0.000998865134798299 11.222000000000001
0.0034277160271415437 12.705
0.00031491267928728797 9.083
0.00044986535030035126 9.992
0.0001521041990674448 7.74
0.0003392494700253779 9.225
0.000231828478627162 8.259
0.0005164784437505157 10.038
0.00039605588562751477 9.649
0.0006940995724502039 10.520999999999999
0.0006775036958850261 10.569
0.0003828872303570842 9.216000000000001
0.0011359293689935785 8.924
0.0006224293578979272 10.41
0.0007212220087410064 10.453
0.0014045294067889624 11.523
0.0005122091438737882 9.567
0.0010291239130117205 10.328
0.00030487820611622133 7.787999999999999
0.0004895502032724867 10.187999999999999
0.00021622698904953137 8.225
0.0002437844876472559 8.113
0.004091046862860042 12.536
0.0005401719057101291 9.097999999999999
0.0036866529957127366 12.829
0.003910899648359361 13.040999999999999
0.00037606453135648 9.401
0.0014552404898270721 11.668
0.00017070391867079262 7.652
0.0003516428150325433 9.196
0.0008332374805729283 10.662
0.0016230874568190147 12.02
0.0003277921389334748 9.073
0.00038330441466489964 9.136000000000001
0.002280795192031333 11.883
0.0004979627374371369 8.88
0.004090473332471352 13.073
0.001453262052236291 11.765
0.0006035919632673181 10.236
0.0017476461057374874 11.852
0.0008108558920290472 9.514
0.0003467807443854091 9.6
0.0002783907282019687 8.932
0.0002783907282019687 8.932
0.0008649520534909096 11.04
0.000256378370683419 8.69687
0.000256378370683419 8.69687
0.000256378370683419 8.69687
0.000256378370683419 8.69687
0.0016796426576859067 10.975
0.0012470815539897498 10.998
0.00043027318512894414 9.448
0.00036931569121969064 9.342
0.00038639859921132843 9.437999999999999
0.001218168692089766 11.624
0.001584120798609095 12.113
0.00025745724752949674 8.141
0.00023110765381875956 8.445
0.0009955220179092312 11.192
0.00039855017126510205 9.632
0.00031561355809537955 9.076
0.0004485726633613342 9.716000000000001
0.002653427268183576 8.833
0.00033307572685638016 9.789
0.005356967047289473 13.099
0.00046886637111323706 9.957
0.0005770826106065918 10.482000000000001
0.001053863678231783 11.238
0.002491463825599269 12.333
0.00021706160518234076 8.42928
0.00027482805461023535 9.02
0.00027482805461023535 9.02
0.00020765072887134645 8.083
0.001053863678231783 11.238
0.05499781619572271 15.850999999999999
0.0003396450167668568 9.433
0.0003396450167668568 9.433
0.0003871201392147423 8.923
0.000640461877690203 10.415999999999999
0.000640461877690203 10.415999999999999
0.000640461877690203 10.415999999999999
0.0016028388034538266 11.692
0.0012093434967107531 11.460999999999999
0.0007067211063502758 10.443
0.0007113435621146072 10.615
0.001652316015003761 11.681
0.00027290931430110137 8.722999999999999
0.0005667102142472207 10.206
0.0010941917431851788 10.95
0.0008682101881572889 10.948
0.0022589393615998965 12.367
0.008179076336569318 14.277000000000001
0.003919051852625662 13.199000000000002
0.0013358337014589218 11.437999999999999
0.000251630258111408 8.721
0.0011739364556419397 11.409
0.004903900151709425 11.777999999999999
0.0010277674865186576 11.255999999999998
0.011157648421264639 14.569
0.00032967421253524013 9.318999999999999
0.001051553058595537 11.239
0.00399034417898351 13.458
0.00047478480236208857 9.897
0.0008842684308587475 10.972999999999999
0.0006422807237342562 10.593
0.0013983511197329342 10.925
0.002624391985186439 12.452
0.0019516188108575 11.637
0.0005860483537413538 10.317
0.0002148079194193081 8.441
0.0018848274736173376 11.857000000000001
0.000985764428224655 11.165
0.0023702484537485506 11.502
0.000348727375028816 9.307
0.00032733012261105366 9.26511
0.005133217165688678 13.684000000000001
0.00046609552628149855 7.771
0.00023375264041970289 8.566
0.0005211819915069227 10.025
0.00037009104532033675 9.426
0.00031221455684502615 8.273
0.0008497594075724301 10.218
0.00032652246825292443 9.234
0.00032652246825292443 9.234
0.0009769668637640608 9.093
0.0005148830541701032 10.138
0.0005148830541701032 10.138
0.0005148830541701032 10.138
0.0004794903104289079 9.481
0.001596938523984708 11.547
0.0034407993019596322 13.129000000000001
0.016809182490321463 14.587
0.0018373004230260778 11.78
0.0005741569352529141 10.315
0.00036288834678192903 9.197000000000001
0.0003499525489162026 9.427
0.005046130693510652 12.98
0.0022379024307322883 11.632
0.003214741115957159 12.63
0.00025706072507766033 8.711
0.0018044359740179738 12.17
0.008580847577358842 14.097000000000001
0.00042428195933354634 9.697000000000001
0.000596024189912948 10.475
0.0036362450723193477 12.186
0.00042185856484701015 9.656
0.0012378592692381177 11.504000000000001
0.0012378592692381177 11.504000000000001
0.0021509061776269264 12.472000000000001
0.0007392655665173828 10.777999999999999
0.0010455642127398792 10.555
0.00042615240152378206 9.821
0.00042615240152378206 9.821
0.00026307651481766484 8.866
0.00038050633489050527 9.109
0.0004569239462036594 9.853
0.0005617950099166595 10.195
0.00036125767424856543 9.097999999999999
0.0009005295590405044 9.82357
0.0008538371567306268 10.411
0.0005752390694068314 9.623
0.0005599861512323901 10.211
0.0004731973824921013 9.956
0.00019357418034987565 8.05
0.0005907169852250632 10.350999999999999
0.0005907169852250632 10.350999999999999
0.0005907169852250632 10.350999999999999
0.00015979102470785293 7.303
0.0003857556427311384 9.392999999999999
0.000147155354263403 7.144
0.004085274607670608 13.18
0.0004926217651128911 9.929
0.0030680101531368954 13.048
0.0004223193728635607 9.48
0.00047333066554518894 8.802999999999999
0.004398626389442176 13.095999999999998
0.0008892946991163491 10.991
0.0029178736339365865 12.725
0.0001846049930813701 7.9
0.002466229226702272 12.142999999999999
0.00013593202981578573 7.426
0.000788834066047285 9.737
0.0007395330036797048 10.802999999999999
0.0004716417782621005 9.883
0.00034626312186243787 9.169
0.0032183550994305463 12.352
0.0003492895421201314 9.213
0.0017360655218491426 11.877
0.0009339563451553607 10.642000000000001
0.000477907138336286 9.847999999999999
0.00043843015305225106 9.533999999999999
0.0003544622778717842 9.295
0.0005571636455974218 9.639
0.00044326590398817515 9.806000000000001
0.00013382267625214496 7.358
